_messagetimems,_messagetime,_,duration,ip,revProxyPath,_raw
1.68E+12,11/04/2023 19:21:23.000 +0530,",""time"":""2023-04-11T13:51:23Z""}}",200.091281ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=GTPswDG&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=GTPswDG&options= and ip 10.130.162.234 is 200.091281ms"",""time"":""2023-04-11T13:51:23Z""}}"
1.68E+12,11/04/2023 19:21:23.000 +0530,",""time"":""2023-04-11T13:51:23Z""}}",110.503041ms,10.130.162.234,/api/streamer/video?peerid=&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/video?peerid=&options= and ip 10.130.162.234 is 110.503041ms"",""time"":""2023-04-11T13:51:23Z""}}"
1.68E+12,11/04/2023 19:21:23.000 +0530,",""time"":""2023-04-11T13:51:23Z""}}",82.152555ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=GTPswDG&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=GTPswDG&options= and ip 10.130.162.234 is 82.152555ms"",""time"":""2023-04-11T13:51:23Z""}}"
1.68E+12,11/04/2023 19:21:23.000 +0530,",""time"":""2023-04-11T13:51:23Z""}}",12.482524ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=GTPswDG&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=GTPswDG&options= and ip 10.130.162.234 is 12.482524ms"",""time"":""2023-04-11T13:51:23Z""}}"
1.68E+12,11/04/2023 19:21:23.000 +0530,",""time"":""2023-04-11T13:51:23Z""}}",10.993381ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=GTPswDG&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=GTPswDG&options= and ip 10.130.162.234 is 10.993381ms"",""time"":""2023-04-11T13:51:23Z""}}"
1.68E+12,11/04/2023 19:21:23.000 +0530,",""time"":""2023-04-11T13:51:23Z""}}",8.026775ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=GTPswDG&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=GTPswDG&options= and ip 10.130.162.234 is 8.026775ms"",""time"":""2023-04-11T13:51:23Z""}}"
1.68E+12,11/04/2023 19:21:23.000 +0530,",""time"":""2023-04-11T13:51:23Z""}}",6.888417ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=GTPswDG&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=GTPswDG&options= and ip 10.130.162.234 is 6.888417ms"",""time"":""2023-04-11T13:51:23Z""}}"
1.68E+12,11/04/2023 19:21:23.000 +0530,",""time"":""2023-04-11T13:51:23Z""}}",10.374132ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=GTPswDG&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=GTPswDG&options= and ip 10.130.162.234 is 10.374132ms"",""time"":""2023-04-11T13:51:23Z""}}"
1.68E+12,11/04/2023 19:21:23.000 +0530,",""time"":""2023-04-11T13:51:23Z""}}",18.317077ms,10.130.162.234,/api/streamer/getIceCandidate?peerid=GTPswDG&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/getIceCandidate?peerid=GTPswDG&options= and ip 10.130.162.234 is 18.317077ms"",""time"":""2023-04-11T13:51:23Z""}}"
1.68E+12,11/04/2023 19:21:23.000 +0530,",""time"":""2023-04-11T13:51:23Z""}}",18.146673ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=GTPswDG&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=GTPswDG&options= and ip 10.130.162.234 is 18.146673ms"",""time"":""2023-04-11T13:51:23Z""}}"
1.68E+12,11/04/2023 19:21:23.000 +0530,",""time"":""2023-04-11T13:51:23Z""}}",17.416036ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=GTPswDG&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=GTPswDG&options= and ip 10.130.162.234 is 17.416036ms"",""time"":""2023-04-11T13:51:23Z""}}"
1.68E+12,11/04/2023 19:21:23.000 +0530,",""time"":""2023-04-11T13:51:23Z""}}",17.631437ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=GTPswDG&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=GTPswDG&options= and ip 10.130.162.234 is 17.631437ms"",""time"":""2023-04-11T13:51:23Z""}}"
1.68E+12,11/04/2023 19:21:23.000 +0530,",""time"":""2023-04-11T13:51:23Z""}}",15.43063ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=GTPswDG&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=GTPswDG&options= and ip 10.130.162.234 is 15.43063ms"",""time"":""2023-04-11T13:51:23Z""}}"
1.68E+12,11/04/2023 19:19:30.000 +0530,",""time"":""2023-04-11T13:49:30Z""}}",54.700269ms,10.130.162.234,/api/streamer/hangup?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/hangup?peerid=yIkXzqp&options= and ip 10.130.162.234 is 54.700269ms"",""time"":""2023-04-11T13:49:30Z""}}"
1.68E+12,11/04/2023 19:18:47.000 +0530,",""time"":""2023-04-11T13:48:47Z""}}",13.56805ms,10.130.162.234,/v1.0/api/system/dir,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /v1.0/api/system/dir and ip 10.130.162.234 is 13.56805ms"",""time"":""2023-04-11T13:48:47Z""}}"
1.68E+12,11/04/2023 19:17:11.000 +0530,",""time"":""2023-04-11T13:47:11Z""}}",18.664466ms,10.130.162.234,/v1.0/api/system/dir,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /v1.0/api/system/dir and ip 10.130.162.234 is 18.664466ms"",""time"":""2023-04-11T13:47:11Z""}}"
1.68E+12,11/04/2023 19:15:55.000 +0530,",""time"":""2023-04-11T13:45:55Z""}}",15.659839ms,10.130.162.234,/v1.0/api/system/dir,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /v1.0/api/system/dir and ip 10.130.162.234 is 15.659839ms"",""time"":""2023-04-11T13:45:55Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",14.770996ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 14.770996ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",11.456869ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 11.456869ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",11.194034ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 11.194034ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",99.588483ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 99.588483ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",93.542863ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 93.542863ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",93.130585ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 93.130585ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",9.772822ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 9.772822ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",9.114172ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 9.114172ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",8.414922ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 8.414922ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",11.248245ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 11.248245ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",92.57886ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 92.57886ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",82.077619ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 82.077619ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",9.743564ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 9.743564ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",6.743698ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 6.743698ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:13.000 +0530,",""time"":""2023-04-11T13:44:13Z""}}",5.86757ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 5.86757ms"",""time"":""2023-04-11T13:44:13Z""}}"
1.68E+12,11/04/2023 19:14:12.000 +0530,",""time"":""2023-04-11T13:44:12Z""}}",13.684159ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 13.684159ms"",""time"":""2023-04-11T13:44:12Z""}}"
1.68E+12,11/04/2023 19:14:12.000 +0530,",""time"":""2023-04-11T13:44:12Z""}}",16.939542ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 16.939542ms"",""time"":""2023-04-11T13:44:12Z""}}"
1.68E+12,11/04/2023 19:14:12.000 +0530,",""time"":""2023-04-11T13:44:12Z""}}",15.574892ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 15.574892ms"",""time"":""2023-04-11T13:44:12Z""}}"
1.68E+12,11/04/2023 19:14:12.000 +0530,",""time"":""2023-04-11T13:44:12Z""}}",15.140614ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 15.140614ms"",""time"":""2023-04-11T13:44:12Z""}}"
1.68E+12,11/04/2023 19:14:12.000 +0530,",""time"":""2023-04-11T13:44:12Z""}}",13.270007ms,10.130.162.234,/api/streamer/getIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/getIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 13.270007ms"",""time"":""2023-04-11T13:44:12Z""}}"
1.68E+12,11/04/2023 19:14:12.000 +0530,",""time"":""2023-04-11T13:44:12Z""}}",9.395538ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=yIkXzqp&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=yIkXzqp&options= and ip 10.130.162.234 is 9.395538ms"",""time"":""2023-04-11T13:44:12Z""}}"
1.68E+12,11/04/2023 19:14:12.000 +0530,",""time"":""2023-04-11T13:44:12Z""}}",128.218786ms,10.130.162.234,/api/streamer/video?peerid=&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/video?peerid=&options= and ip 10.130.162.234 is 128.218786ms"",""time"":""2023-04-11T13:44:12Z""}}"
1.68E+12,11/04/2023 19:14:10.000 +0530,",""time"":""2023-04-11T13:44:10Z""}}",69.126924ms,10.130.162.234,/api/streamer/hangup?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/hangup?peerid=MNmCyfS&options= and ip 10.130.162.234 is 69.126924ms"",""time"":""2023-04-11T13:44:10Z""}}"
1.68E+12,11/04/2023 19:11:39.000 +0530,",""time"":""2023-04-11T13:41:39Z""}}",157.833383ms,10.130.162.234,/api/v1.0/video/stop,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/v1.0/video/stop and ip 10.130.162.234 is 157.833383ms"",""time"":""2023-04-11T13:41:39Z""}}"
1.68E+12,11/04/2023 19:11:23.000 +0530,",""time"":""2023-04-11T13:41:23Z""}}",34.780425ms,10.130.162.234,/api/v1.0/video/start,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/v1.0/video/start and ip 10.130.162.234 is 34.780425ms"",""time"":""2023-04-11T13:41:23Z""}}"
1.68E+12,11/04/2023 19:07:34.000 +0530,",""time"":""2023-04-11T13:37:34Z""}}",8.018828ms,10.130.162.234,/v1.0/api/system/browser,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /v1.0/api/system/browser and ip 10.130.162.234 is 8.018828ms"",""time"":""2023-04-11T13:37:34Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",33.639074ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 33.639074ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",32.591737ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 32.591737ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",30.02097ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 30.02097ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",14.808016ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 14.808016ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",14.872448ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 14.872448ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",7.595304ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 7.595304ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",5.601245ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 5.601245ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",98.975845ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 98.975845ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",99.248492ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 99.248492ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",99.097274ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 99.097274ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",5.24384ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 5.24384ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",67.611148ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 67.611148ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",63.933655ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 63.933655ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",7.091174ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 7.091174ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",40.140159ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 40.140159ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",40.337558ms,10.130.162.234,/api/streamer/getIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/getIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 40.337558ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",41.433943ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 41.433943ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",41.185055ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 41.185055ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:43.000 +0530,",""time"":""2023-04-11T13:36:43Z""}}",10.57671ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 10.57671ms"",""time"":""2023-04-11T13:36:43Z""}}"
1.68E+12,11/04/2023 19:06:42.000 +0530,",""time"":""2023-04-11T13:36:42Z""}}",8.652183ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=MNmCyfS&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=MNmCyfS&options= and ip 10.130.162.234 is 8.652183ms"",""time"":""2023-04-11T13:36:42Z""}}"
1.68E+12,11/04/2023 19:06:42.000 +0530,",""time"":""2023-04-11T13:36:42Z""}}",103.552526ms,10.130.162.234,/api/streamer/video?peerid=&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/video?peerid=&options= and ip 10.130.162.234 is 103.552526ms"",""time"":""2023-04-11T13:36:42Z""}}"
1.68E+12,11/04/2023 19:04:29.000 +0530,",""time"":""2023-04-11T13:34:29Z""}}",13.253121ms,10.130.162.234,/v1.0/api/system/dir,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /v1.0/api/system/dir and ip 10.130.162.234 is 13.253121ms"",""time"":""2023-04-11T13:34:29Z""}}"
1.68E+12,11/04/2023 19:03:14.000 +0530,",""time"":""2023-04-11T13:33:14Z""}}",18.098927ms,10.130.162.234,/v1.0/api/system/dir,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /v1.0/api/system/dir and ip 10.130.162.234 is 18.098927ms"",""time"":""2023-04-11T13:33:14Z""}}"
1.68E+12,11/04/2023 19:01:58.000 +0530,",""time"":""2023-04-11T13:31:58Z""}}",106.581907ms,10.130.162.234,/v1.0/api/system/dir,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /v1.0/api/system/dir and ip 10.130.162.234 is 106.581907ms"",""time"":""2023-04-11T13:31:58Z""}}"
1.68E+12,11/04/2023 19:00:15.000 +0530,",""time"":""2023-04-11T13:30:15Z""}}",82.410523ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=hnoRxel&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=hnoRxel&options= and ip 10.130.162.234 is 82.410523ms"",""time"":""2023-04-11T13:30:15Z""}}"
1.68E+12,11/04/2023 19:00:15.000 +0530,",""time"":""2023-04-11T13:30:15Z""}}",78.409557ms,10.130.162.234,/api/streamer/addIceCandidate?peerid=hnoRxel&options=,"{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=hnoRxel&options= and ip 10.130.162.234 is 78.409557ms"",""time"":""2023-04-11T13:30:15Z""}}"
