"_messagetimems","_messagetime","_","duration","ip","revProxyPath","_raw","cluster","_collector","container","deployment","host","_view","log.level","log.msg","log.time","namespace","node","pod","service","_size","_source","_sourcecategory","_sourcehost","_sourcename"
"1681231849000","11/04/2023 22:20:49.000 +0530",",""time"":""2023-04-11T16:50:49Z""}}","73.733838ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 73.733838ms"",""time"":""2023-04-11T16:50:49Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 73.733838ms","2023-04-11T16:50:49Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231849000","11/04/2023 22:20:49.000 +0530",",""time"":""2023-04-11T16:50:49Z""}}","9.281785ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 9.281785ms"",""time"":""2023-04-11T16:50:49Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 9.281785ms","2023-04-11T16:50:49Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","203","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231849000","11/04/2023 22:20:49.000 +0530",",""time"":""2023-04-11T16:50:49Z""}}","16.922835ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 16.922835ms"",""time"":""2023-04-11T16:50:49Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 16.922835ms","2023-04-11T16:50:49Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231849000","11/04/2023 22:20:49.000 +0530",",""time"":""2023-04-11T16:50:49Z""}}","17.651732ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 17.651732ms"",""time"":""2023-04-11T16:50:49Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 17.651732ms","2023-04-11T16:50:49Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231849000","11/04/2023 22:20:49.000 +0530",",""time"":""2023-04-11T16:50:49Z""}}","13.434848ms","10.130.186.102","/api/streamer/getIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/getIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 13.434848ms"",""time"":""2023-04-11T16:50:49Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/getIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 13.434848ms","2023-04-11T16:50:49Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231849000","11/04/2023 22:20:49.000 +0530",",""time"":""2023-04-11T16:50:49Z""}}","147.564906ms","10.130.186.102","/api/streamer/video?peerid=&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/video?peerid=&options= and ip 10.130.186.102 is 147.564906ms"",""time"":""2023-04-11T16:50:49Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/video?peerid=&options= and ip 10.130.186.102 is 147.564906ms","2023-04-11T16:50:49Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","182","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231847000","11/04/2023 22:20:47.000 +0530",",""time"":""2023-04-11T16:50:47Z""}}","159.117312ms","10.130.186.102","/api/streamer/hangup?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/hangup?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 159.117312ms"",""time"":""2023-04-11T16:50:47Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/hangup?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 159.117312ms","2023-04-11T16:50:47Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","196","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231695000","11/04/2023 22:18:15.000 +0530",",""time"":""2023-04-11T16:48:15Z""}}","152.288534ms","10.130.186.102","/api/v1.0/video/stop","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/v1.0/video/stop and ip 10.130.186.102 is 152.288534ms"",""time"":""2023-04-11T16:48:15Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/v1.0/video/stop and ip 10.130.186.102 is 152.288534ms","2023-04-11T16:48:15Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","166","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231679000","11/04/2023 22:17:59.000 +0530",",""time"":""2023-04-11T16:47:59Z""}}","14.48116ms","10.130.186.102","/api/v1.0/video/start","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/v1.0/video/start and ip 10.130.186.102 is 14.48116ms"",""time"":""2023-04-11T16:47:59Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/v1.0/video/start and ip 10.130.186.102 is 14.48116ms","2023-04-11T16:47:59Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","165","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231457000","11/04/2023 22:14:17.000 +0530",",""time"":""2023-04-11T16:44:17Z""}}","13.841195ms","10.130.186.102","/v1.0/api/system/browser","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /v1.0/api/system/browser and ip 10.130.186.102 is 13.841195ms"",""time"":""2023-04-11T16:44:17Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /v1.0/api/system/browser and ip 10.130.186.102 is 13.841195ms","2023-04-11T16:44:17Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","169","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231408000","11/04/2023 22:13:28.000 +0530",",""time"":""2023-04-11T16:43:28Z""}}","360.251387ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 360.251387ms"",""time"":""2023-04-11T16:43:28Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 360.251387ms","2023-04-11T16:43:28Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","205","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231408000","11/04/2023 22:13:28.000 +0530",",""time"":""2023-04-11T16:43:28Z""}}","56.791762ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 56.791762ms"",""time"":""2023-04-11T16:43:28Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 56.791762ms","2023-04-11T16:43:28Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231408000","11/04/2023 22:13:28.000 +0530",",""time"":""2023-04-11T16:43:28Z""}}","119.099116ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 119.099116ms"",""time"":""2023-04-11T16:43:28Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 119.099116ms","2023-04-11T16:43:28Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","205","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231408000","11/04/2023 22:13:28.000 +0530",",""time"":""2023-04-11T16:43:28Z""}}","80.175699ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 80.175699ms"",""time"":""2023-04-11T16:43:28Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 80.175699ms","2023-04-11T16:43:28Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231408000","11/04/2023 22:13:28.000 +0530",",""time"":""2023-04-11T16:43:28Z""}}","78.360747ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 78.360747ms"",""time"":""2023-04-11T16:43:28Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 78.360747ms","2023-04-11T16:43:28Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231408000","11/04/2023 22:13:28.000 +0530",",""time"":""2023-04-11T16:43:28Z""}}","68.698739ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 68.698739ms"",""time"":""2023-04-11T16:43:28Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 68.698739ms","2023-04-11T16:43:28Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231408000","11/04/2023 22:13:28.000 +0530",",""time"":""2023-04-11T16:43:28Z""}}","76.085652ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 76.085652ms"",""time"":""2023-04-11T16:43:28Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 76.085652ms","2023-04-11T16:43:28Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231408000","11/04/2023 22:13:28.000 +0530",",""time"":""2023-04-11T16:43:28Z""}}","11.863774ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 11.863774ms"",""time"":""2023-04-11T16:43:28Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 11.863774ms","2023-04-11T16:43:28Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231408000","11/04/2023 22:13:28.000 +0530",",""time"":""2023-04-11T16:43:28Z""}}","44.096713ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 44.096713ms"",""time"":""2023-04-11T16:43:28Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 44.096713ms","2023-04-11T16:43:28Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231408000","11/04/2023 22:13:28.000 +0530",",""time"":""2023-04-11T16:43:28Z""}}","9.019648ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 9.019648ms"",""time"":""2023-04-11T16:43:28Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 9.019648ms","2023-04-11T16:43:28Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","203","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231408000","11/04/2023 22:13:28.000 +0530",",""time"":""2023-04-11T16:43:28Z""}}","129.940957ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 129.940957ms"",""time"":""2023-04-11T16:43:28Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 129.940957ms","2023-04-11T16:43:28Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","205","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231407000","11/04/2023 22:13:27.000 +0530",",""time"":""2023-04-11T16:43:27Z""}}","144.685157ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 144.685157ms"",""time"":""2023-04-11T16:43:27Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 144.685157ms","2023-04-11T16:43:27Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","205","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231407000","11/04/2023 22:13:27.000 +0530",",""time"":""2023-04-11T16:43:27Z""}}","73.242462ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 73.242462ms"",""time"":""2023-04-11T16:43:27Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 73.242462ms","2023-04-11T16:43:27Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231407000","11/04/2023 22:13:27.000 +0530",",""time"":""2023-04-11T16:43:27Z""}}","149.213604ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 149.213604ms"",""time"":""2023-04-11T16:43:27Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 149.213604ms","2023-04-11T16:43:27Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","205","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231407000","11/04/2023 22:13:27.000 +0530",",""time"":""2023-04-11T16:43:27Z""}}","78.632469ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 78.632469ms"",""time"":""2023-04-11T16:43:27Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 78.632469ms","2023-04-11T16:43:27Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231407000","11/04/2023 22:13:27.000 +0530",",""time"":""2023-04-11T16:43:27Z""}}","62.47396ms","10.130.186.102","/api/streamer/getIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/getIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 62.47396ms"",""time"":""2023-04-11T16:43:27Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/getIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 62.47396ms","2023-04-11T16:43:27Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","203","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231407000","11/04/2023 22:13:27.000 +0530",",""time"":""2023-04-11T16:43:27Z""}}","61.162844ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 61.162844ms"",""time"":""2023-04-11T16:43:27Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 61.162844ms","2023-04-11T16:43:27Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231407000","11/04/2023 22:13:27.000 +0530",",""time"":""2023-04-11T16:43:27Z""}}","51.974496ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 51.974496ms"",""time"":""2023-04-11T16:43:27Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 51.974496ms","2023-04-11T16:43:27Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231407000","11/04/2023 22:13:27.000 +0530",",""time"":""2023-04-11T16:43:27Z""}}","14.944185ms","10.130.186.102","/api/streamer/addIceCandidate?peerid=lt_phqghumeay&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 14.944185ms"",""time"":""2023-04-11T16:43:27Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/addIceCandidate?peerid=lt_phqghumeay&options= and ip 10.130.186.102 is 14.944185ms","2023-04-11T16:43:27Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","204","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
"1681231407000","11/04/2023 22:13:27.000 +0530",",""time"":""2023-04-11T16:43:27Z""}}","85.19934ms","10.130.186.102","/api/streamer/video?peerid=&options=","{""log"":{""level"":""info"",""msg"":""reverse-proxy response-time for revProxyPath /api/streamer/video?peerid=&options= and ip 10.130.186.102 is 85.19934ms"",""time"":""2023-04-11T16:43:27Z""}}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","lvag","lvag","ip-10-104-23-111.ec2.internal","stage_falcon_eks_cluster","info","reverse-proxy response-time for revProxyPath /api/streamer/video?peerid=&options= and ip 10.130.186.102 is 85.19934ms","2023-04-11T16:43:27Z","default","ip-10-104-23-111.ec2.internal","lvag-6975b4f649-npt8b","lvag","180","logs","kubernetes/default/lvag","54.157.130.114","default.lvag-6975b4f649-npt8b.lvag"
